epoch,train_loss,train_acc,val_loss,val_acc
0,1.6112187368498387,0.30444329630586414,1.3825585290639086,0.5393939393939394
1,1.2977952707402005,0.3944717127357272,1.405045093912067,0.5383838383838384
2,1.1793700320657234,0.3882717644019633,2.3820231471398863,0.36262626262626263
3,1.0997192913233786,0.4479462671144407,1.13884650986604,0.6181818181818182
4,1.0233403203315556,0.4412296564195298,1.2276025487919047,0.6303030303030303
5,0.9519441875799224,0.4270214414879876,0.9625995890058653,0.7121212121212122
6,0.9320064369513064,0.4633169723585637,2.2117537732076165,0.4313131313131313
7,0.9180710095670666,0.4674502712477396,1.0120976806891084,0.695959595959596
8,0.8282376446717163,0.44859209506587444,1.1620867206592753,0.6484848484848484
9,0.8615755933995889,0.4541462154482046,1.1991169674227935,0.6747474747474748
10,0.8209575650858898,0.5080082665977783,0.7073774466610918,0.7686868686868686
11,0.7897936211972544,0.4864376130198915,1.0119852073264846,0.7333333333333333
12,0.7644810900149867,0.474425213123224,0.8021714790902956,0.7515151515151515
13,0.757612839529786,0.498966675277706,0.7256581989201633,0.7757575757575758
14,0.7807330795881576,0.4839834668044433,0.9207670256344959,0.7313131313131314
15,0.723610952269412,0.46163781968483597,0.7383659172539759,0.7757575757575758
16,0.7260212117204121,0.5021958150348748,1.0409432355803672,0.7232323232323232
17,0.740421467743866,0.516920692327564,0.9757089328284215,0.6737373737373737
18,0.7218727111215895,0.5231206406613278,0.7596804220267016,0.7696969696969697
19,0.7195656521395484,0.4939292172565229,0.7299238498764808,0.7767676767676768
20,0.7058696527870334,0.5330663911134074,0.8575048017983484,0.7262626262626263
21,0.6812526701464268,0.5412038233014725,0.8092838130816065,0.7404040404040404
22,0.7040100395756462,0.48695427538103847,0.742811458520215,0.7727272727272727
23,0.6285750246331292,0.5421079824334797,0.6078359821830133,0.803030303030303
24,0.6410502904886055,0.6103074141048824,0.8505489373447919,0.7272727272727273
25,0.6457446488075187,0.5251872901059158,0.6384189981402772,0.794949494949495
26,0.609245336277483,0.502066649444588,0.6905189609286762,0.7878787878787878
27,0.6538735245956189,0.5308705760785327,0.710997978244165,0.7636363636363637
28,0.6306045582453985,0.5178248514595711,0.6092664454922532,0.8080808080808081
29,0.6137857369691696,0.5222164815293205,0.9204023199852067,0.7373737373737373
30,0.6525322414205167,0.5054249547920434,0.6262074170690595,0.804040404040404
31,0.5730261492562891,0.5060707827434772,0.7642036623424954,0.7656565656565657
32,0.5995695864744687,0.5754327047274606,0.6881444562565197,0.7888888888888889
33,0.5924817435164317,0.5223456471196073,0.6624745415918755,0.7888888888888889
34,0.6150895931313617,0.5260914492379231,0.5748243178984132,0.8171717171717172
35,0.5522677418382492,0.5476621028158098,0.6555682710926942,0.7717171717171717
36,0.5951290422979789,0.5205373288555929,0.717555202799614,0.7696969696969697
37,0.4991808426962192,0.6188323430638079,0.5799833772158381,0.8191919191919191
38,0.5262963021796238,0.5290622578145182,0.717058145277428,0.7606060606060606
39,0.5787570709692234,0.5176956858692844,0.6833351207501961,0.7757575757575758
40,0.5545175068351811,0.5427538103849134,0.5528077870306343,0.8151515151515152
41,0.5631246396011543,0.5377163523637303,0.6379101205955852,0.798989898989899
42,0.5169820896848109,0.6055282872642728,0.6091549418189309,0.804040404040404
43,0.5737620627840062,0.546112115732369,0.5608238066085661,0.8141414141414142
44,0.5291500239063067,0.5085249289589253,0.607789773832668,0.803030303030303
45,0.5378172444307167,0.5503745802118316,0.60000780519813,0.8
46,0.511370578267352,0.5091707569103591,0.5616725836137328,0.8181818181818182
47,0.5207898199820019,0.5736243864634462,0.5468997787947607,0.8151515151515152
48,0.5192095320282042,0.5443037974683544,0.561212622758114,0.8161616161616162
49,0.5231244993191362,0.4807543270472746,0.5621015918977332,0.8121212121212121
50,0.534238049100764,0.5443037974683544,0.5593363489767518,0.8151515151515152
51,0.4611644539986892,0.5396538362180315,0.5438062299381603,0.8272727272727273
52,0.5110107459122128,0.5228623094807543,0.5631645794468697,0.8202020202020202
53,0.5401410388372198,0.570136915525704,0.5379448569784261,0.8292929292929293
54,0.5105405509341012,0.5550245414621545,0.5502566173221126,0.8202020202020202
55,0.5072671555019231,0.5362955308705761,0.5686020934822583,0.8181818181818182
56,0.5559371178909593,0.5636786360113666,0.5351421541637844,0.8242424242424242
57,0.527659056703886,0.5632911392405063,0.5361334074025202,0.8232323232323232
58,0.5150185149173594,0.5395246706277448,0.5803833329918409,0.8121212121212121
59,0.5496990676845146,0.5796951692069233,0.5759662153744939,0.8121212121212121
